gene,¦Â2AR-APEX2(BI167107),DOR-APEX2,CCDC68,CCDC120,LiMoCentrosome,Endosomal-APEX2,AT1R-APEX2(AngII),AT1R-APEX2(TRV027)
P23921,1,1,1,1,1,1,1,1
P24534,1,1,1,1,1,1,0,1
P24539,0,0,0,1,1,0,0,0
P24666,1,1,0,0,1,1,0,0
P24752,0,1,1,1,1,1,0,1
P24821,1,0,0,0,0,0,0,0
P24863,0,0,0,1,0,0,0,0
P24928,1,1,1,1,1,1,1,1
P24941,1,0,1,0,0,0,0,0
P25054,1,1,0,0,0,1,1,1
P25098,1,0,1,0,0,0,0,0
P25205,0,1,1,1,1,1,1,1
P25311,1,0,1,0,1,0,0,1
P25325,1,0,1,0,1,0,0,0
P25391,1,0,0,0,0,0,0,0
P25398,1,1,0,1,1,1,0,1
P25440,0,0,1,1,0,0,0,1
P25490,0,0,0,1,0,0,1,1
P25685,0,0,0,1,1,0,1,0
P25705,1,1,1,1,0,1,1,1
P25786,1,0,1,1,1,0,1,1
P25787,1,0,0,1,1,0,0,0
P25788,1,0,1,1,1,0,0,0
P25789,1,1,1,1,1,1,0,1
P26006,1,1,0,1,0,1,0,0
P26022,1,0,0,0,0,0,0,0
P26038,1,1,0,1,0,1,1,1
P26045,1,0,0,0,0,0,0,0
P26196,1,1,1,1,1,1,0,0
P26232,0,1,0,0,0,1,0,0
P26358,1,1,1,1,1,1,1,1
P26368,0,1,1,1,1,1,1,1
P26373,1,1,1,1,1,1,1,1
P26374,1,0,0,0,0,0,0,0
P26572,0,0,0,1,0,0,0,0
P26583,1,0,0,0,0,0,0,0
P26599,1,1,1,1,1,1,1,1
P26639,1,1,1,1,1,1,1,1
P26640,1,1,1,1,0,1,0,0
P26641,1,1,1,1,1,1,1,1
P26885,1,0,0,0,0,0,0,0
P27037,1,0,0,0,0,0,0,0
P27105,0,0,0,1,1,0,0,0
P27144,0,0,1,0,0,0,0,0
P27348,1,1,1,1,1,1,1,1
P27361,1,0,0,1,1,0,0,0
P27448,1,1,0,1,0,1,1,1
P27482,0,0,0,0,0,0,1,1
P27635,1,1,1,1,1,1,1,1
P27694,1,0,1,1,1,0,0,1
P27695,0,0,0,1,1,0,1,1
P27707,1,0,0,0,0,0,0,0
P27708,1,1,1,1,1,1,0,1
P27797,1,1,0,1,1,1,1,1
P27816,1,1,1,1,0,1,1,1
P27824,1,1,1,1,0,1,1,1
P27986,1,1,0,0,0,1,1,1
P28066,1,0,1,1,1,0,0,0
P28070,1,0,1,1,1,0,0,0
P28072,1,0,1,1,1,0,0,0
P28074,1,0,1,1,1,0,0,0
P28288,1,1,1,1,0,0,0,0
P28289,1,0,0,1,0,0,0,0
P28290,1,1,0,1,0,1,0,0
P28300,1,0,0,1,0,0,0,0
P28331,0,0,1,1,1,0,0,0
P28340,0,0,1,1,0,0,0,0
P28347,0,0,0,1,0,0,0,0
P28356,0,0,0,1,0,0,0,0
P28370,0,0,0,0,0,0,1,1
P28472,1,0,0,0,0,0,0,0
P28482,1,0,1,1,1,0,1,1
P28676,1,0,1,0,0,0,0,0
P28749,0,0,1,0,0,0,0,0
P28799,1,0,0,1,0,0,0,0
P28838,0,0,1,1,1,0,1,1
P29084,0,0,0,1,0,0,0,0
P29122,1,1,0,0,0,0,0,0
P29144,1,1,1,1,0,1,0,1
P29218,0,0,0,0,1,0,0,0
P29279,1,0,0,0,0,0,0,0
P29317,1,1,0,1,0,1,1,1
P29322,1,0,0,0,0,0,0,0
P29323,1,1,1,0,0,1,0,1
P29353,1,0,0,0,0,0,0,0
P29372,0,0,1,1,1,0,0,0
P29400,1,0,0,0,0,0,0,0
P29401,1,1,1,1,1,1,0,1
P29508,0,0,1,1,0,0,0,0
P29558,0,0,1,1,0,0,0,0
P29590,0,1,0,0,0,0,0,0
P29597,1,0,0,1,0,0,0,0
P29692,1,1,1,1,0,1,1,1
P29966,1,1,0,1,1,1,1,1
P29992,1,1,0,1,1,1,1,1
P30040,1,1,0,1,1,0,0,0
P30041,1,1,1,1,1,1,1,1
P30042,0,0,0,0,0,0,1,0
P30043,1,0,0,0,1,0,0,1
P30044,1,0,0,0,1,0,0,0
P30048,0,0,1,1,1,0,0,0
P30050,1,1,0,1,1,1,1,1
P30084,0,0,0,1,1,0,1,1
P30085,0,0,0,1,0,0,0,0
P30086,1,0,1,1,1,0,0,1
P30101,1,1,1,1,1,0,1,1
P30153,1,1,1,1,1,1,1,1
P30154,0,0,0,1,0,0,0,0
P30260,1,1,1,1,1,1,0,1
P30307,1,0,0,0,0,0,0,0
P30405,0,0,0,1,0,0,0,0
P30419,1,1,1,1,1,0,0,1
P30457,1,0,0,0,0,0,0,0
P30511,1,0,0,0,0,0,0,0
P30519,1,1,0,0,1,1,0,1
P30520,1,1,1,1,1,1,1,1
P30532,1,0,0,0,0,0,0,0
P30533,1,1,1,1,0,0,1,1
P30556,0,0,0,0,0,0,1,1
P30566,1,1,1,1,0,1,0,1
P30622,1,1,0,1,0,1,0,0
P30626,1,1,1,1,1,1,0,1
P30740,0,0,1,1,0,0,0,0
P30825,1,0,0,0,0,0,1,1
P30837,0,0,0,1,1,0,0,0
P30876,1,1,1,1,1,1,0,1
P31025,0,0,1,0,0,0,0,0
P31040,0,0,0,1,1,0,0,0
P31150,1,0,1,0,1,0,1,1
P31151,0,0,1,0,1,0,0,0
P31153,1,1,1,1,1,1,1,1
P31260,1,0,1,0,0,0,0,0
P31274,0,0,0,1,0,0,0,0
P31321,1,0,0,0,0,0,0,0
P31323,1,0,0,0,0,0,0,0
P31327,0,0,1,1,0,0,0,0
P31350,1,1,1,1,1,1,1,0
P31431,1,0,0,0,0,0,1,1
P31483,1,0,1,1,1,0,0,0
P31689,1,1,1,1,1,1,1,1
P31749,1,0,0,0,0,0,0,1
P31751,1,0,0,0,0,0,1,1
P31930,0,0,1,1,1,0,0,0
P31939,1,1,1,1,1,0,0,0
P31942,1,1,1,1,1,1,0,0
P31943,1,1,1,1,0,1,0,1
P31944,0,0,1,0,1,0,0,0
P31946,1,1,1,1,1,1,1,1
P31948,1,1,1,1,1,1,1,1
P31949,1,0,0,0,0,0,0,0
P32004,1,0,0,1,0,0,0,0
P32119,1,1,1,1,1,1,1,1
P32121,1,1,1,0,1,1,1,1
P32189,1,0,0,0,0,0,0,0
P32242,0,0,0,1,0,0,0,0
P32298,0,0,0,1,0,0,0,0
P32322,0,0,1,1,1,0,0,0
P32455,0,0,1,0,0,0,0,0
P32780,0,0,0,1,0,0,0,0
P32856,1,0,0,0,0,0,0,0
P32929,0,0,0,0,1,0,0,0
P32969,1,1,1,1,1,1,1,1
P33121,0,0,0,0,1,0,0,0
P33176,1,1,1,1,1,1,1,1
P33240,1,0,0,0,0,0,0,0
P33316,0,0,1,1,1,0,0,0
P33527,1,0,1,1,1,0,1,1
P33552,1,0,0,0,0,0,0,0
P33897,0,0,0,1,0,0,0,0
P33947,0,0,0,0,0,0,1,0
P33981,1,1,0,0,1,1,0,1
P33991,0,1,1,1,1,1,1,1
P33992,0,1,1,1,1,1,0,0
P33993,1,1,1,1,1,1,0,0
P34059,1,0,0,0,0,0,0,0
P34741,1,1,0,0,0,1,1,1
P34896,1,0,0,1,1,0,0,0
P34897,0,0,1,1,1,0,0,0
P34931,0,0,0,1,0,0,0,0
P34932,1,1,1,1,1,1,1,1
P34947,0,0,0,1,0,0,0,0
P34949,1,0,0,0,0,0,0,0
P35030,0,1,0,0,0,1,0,0
P35052,1,0,0,0,0,0,0,0
P35080,1,1,0,0,1,0,1,1
P35219,0,0,1,0,0,0,0,0
P35221,1,1,1,1,0,1,1,1
P35222,1,1,1,1,1,1,1,1
P35232,0,1,1,1,1,1,0,0
P35237,0,0,1,1,0,0,0,0
P35240,1,1,0,1,0,1,0,0
P35241,1,1,0,1,1,1,1,1
P35249,0,0,1,1,1,0,0,0
P35250,1,0,1,1,1,0,0,0
P35251,0,0,1,1,1,0,1,1
P35268,1,1,0,1,1,1,0,1
P35270,1,0,0,1,0,0,0,1
P35354,1,0,0,0,1,0,1,1
P35520,1,1,1,1,1,1,0,0
P35527,0,1,1,1,0,1,0,0
P35555,1,0,0,1,0,0,0,0
P35556,1,0,0,0,0,0,0,0
P35568,1,0,0,0,0,0,0,0
P35573,1,1,1,1,1,1,0,0
P35579,1,1,1,1,1,1,1,1
P35580,1,1,1,1,1,1,1,1
P35606,1,1,1,1,1,1,0,1
P35610,1,1,0,1,1,0,0,0
P35611,1,1,1,1,1,1,0,1
P35612,1,0,0,0,0,0,0,0
P35613,1,0,0,1,1,0,1,0
P35625,1,0,0,0,0,0,0,0
P35626,0,0,1,0,0,0,0,0
P35637,1,1,1,1,1,1,1,1
P35658,1,1,1,1,0,1,0,1
P35659,0,1,1,1,0,1,1,1
P35670,1,0,0,0,0,0,0,0
P35749,0,0,0,1,0,0,0,0
P35754,0,0,1,0,0,0,0,0
P35869,0,0,0,1,0,0,0,0
P35908,0,1,1,1,0,1,0,0
P35916,1,0,0,0,0,0,0,0
P35998,1,1,1,1,1,1,0,1
P36404,1,0,0,0,1,0,0,0
P36405,1,0,1,0,1,0,0,0
P36507,0,0,1,1,0,0,0,0
P36542,0,1,1,1,1,1,0,0
P36543,1,1,0,1,1,1,0,0
P36551,0,0,1,0,1,0,0,1
P36578,1,1,1,1,1,1,1,1
P36776,0,0,1,1,1,0,0,0
P36871,0,0,1,1,1,0,1,1
P36873,1,1,1,1,0,1,0,1
P36897,1,0,0,1,0,0,0,0
P36915,1,0,1,1,1,0,0,1
P36952,0,0,0,1,0,0,0,0
P36954,1,0,0,0,0,0,0,0
P36957,0,0,1,1,1,0,0,0
P36969,1,0,0,0,0,0,0,0
P37108,1,0,0,1,0,0,1,1
P37198,1,0,1,1,0,0,0,0
P37268,1,1,0,0,0,1,0,0
P37287,1,0,0,0,0,0,0,0
P37802,1,1,1,1,1,1,1,1
P37837,0,0,0,1,1,0,0,0
P37840,1,0,0,0,0,0,1,0
P38117,1,0,0,1,1,0,0,0
P38159,1,1,1,1,1,0,1,1
P38398,1,1,0,0,0,1,0,0
P38432,0,1,0,1,1,1,1,1
P38435,1,0,0,0,1,0,0,0
P38571,1,0,0,0,0,0,0,0
P38606,1,1,1,1,1,1,0,1
P38646,1,1,1,1,1,1,1,1
P38919,1,1,1,1,1,1,1,1
P38935,0,0,0,1,0,0,0,0
P39019,1,0,0,1,0,0,0,1
P39023,1,1,1,1,1,1,1,1
P39060,1,1,0,0,0,0,0,0
P39656,1,1,1,1,1,1,0,0
P39687,0,0,1,1,0,0,0,0
P39748,0,0,1,1,1,0,1,1
P40121,0,0,0,1,0,0,0,0
P40123,1,0,0,0,0,0,0,0
P40189,1,0,0,0,0,0,0,0
P40197,0,0,0,1,0,0,0,0
P40222,1,1,1,0,0,1,0,0
P40227,1,1,1,1,1,1,1,1
P40261,0,0,0,1,0,0,0,0
P40394,0,0,0,1,0,0,0,0
P40429,1,1,1,1,1,1,1,1
P40616,1,0,0,1,1,0,0,0
P40763,1,1,1,1,1,1,0,0
P40818,1,1,1,0,1,1,0,1
P40855,1,0,0,0,0,0,0,0
P40925,0,0,1,1,1,0,0,0
P40926,0,0,1,1,1,0,0,1
P40937,0,0,1,1,1,0,0,0
P40938,1,1,1,1,0,1,0,0
P40939,0,0,0,1,1,0,0,1
P41091,1,1,1,1,1,1,0,0
P41208,0,0,0,0,1,0,0,0
P41214,1,0,1,0,0,0,0,0
P41221,1,0,1,0,0,0,0,0
P41227,1,1,1,1,1,1,0,0
P41236,1,0,1,0,0,0,0,1
P41240,1,1,1,0,0,1,1,1
P41250,1,1,1,1,1,1,1,1
P41252,1,1,1,1,1,1,0,1
P41440,1,1,0,0,0,1,1,1
P41567,1,0,0,0,0,0,0,0
P41743,1,1,1,1,1,1,1,0
P42126,0,0,0,1,1,0,0,0
P42166,1,1,1,1,1,1,1,1
P42167,1,0,0,1,1,0,1,1
P42224,1,1,1,1,1,1,0,0
P42226,0,0,0,1,0,0,0,0
P42229,0,0,0,1,0,0,0,1
P42285,0,0,1,1,1,0,0,0
P42345,1,1,1,0,1,1,0,0
P42356,1,1,0,1,0,1,0,1
P42357,0,0,1,0,0,0,0,0
P42566,1,1,0,1,0,1,1,1
P42574,0,1,1,0,0,1,0,0
P42677,0,1,0,0,1,1,0,1
P42684,1,1,0,0,0,1,0,1
P42694,0,1,1,1,0,1,0,0
P42695,0,1,1,0,1,1,0,0
P42696,0,0,0,1,1,0,1,1
P42702,1,0,0,0,0,0,0,0
P42704,0,0,1,1,1,0,0,1
P42765,0,0,0,1,0,0,0,0
P42766,1,0,0,1,0,0,1,1
P42771,1,0,0,1,0,0,0,0
P42785,1,0,0,0,0,0,0,0
P42858,0,1,0,0,1,1,0,0
P42892,1,1,0,1,0,1,0,0
P43003,1,0,0,1,0,0,0,1
P43005,1,0,0,0,0,0,0,1
P43007,1,0,0,0,1,0,1,1
P43034,1,1,1,1,1,1,0,1
P43121,1,0,0,0,0,0,0,0
P43243,1,1,1,1,1,1,1,1
P43246,0,0,1,1,1,0,0,0
P43250,1,0,0,0,0,0,0,0
P43251,1,0,0,0,1,0,1,1
P43304,1,0,1,1,1,0,0,0
P43307,1,0,0,1,0,0,0,0
P43355,0,0,0,1,0,0,0,0
P43360,0,0,0,1,0,0,0,0
P43378,1,1,1,0,1,1,0,0
P43405,1,0,0,0,0,0,0,0
P43487,1,1,1,1,1,1,1,0
P43490,1,1,1,0,1,1,1,1
P43686,1,1,1,1,1,1,0,1
P43897,0,0,1,0,1,0,0,0
P45877,1,0,0,0,1,0,0,0
P45880,1,1,1,1,1,1,1,1
P45954,0,0,1,0,0,0,0,0
P45973,1,0,0,1,0,0,0,0
P45974,1,1,1,1,1,1,0,1
P45985,1,0,1,0,0,0,0,0
P46013,1,1,0,1,1,1,1,1
P46020,1,1,0,0,0,1,0,0
P46060,1,1,1,1,0,1,1,1
P46063,0,1,0,1,1,1,0,0
P46087,0,1,0,1,1,1,1,1
P46108,1,0,1,0,1,0,0,0
P46109,1,1,1,1,1,1,1,1
P46379,0,1,0,1,0,1,0,0
P46459,1,1,1,1,1,1,1,1
P46531,1,0,0,1,0,0,1,1
P46734,0,0,1,1,0,0,0,0
P46736,0,0,1,0,0,0,0,0
P46776,1,1,1,1,1,1,1,1
P46777,1,1,1,1,1,1,1,1
P46778,1,1,1,1,1,1,1,1
P46779,1,1,1,1,1,1,1,1
P46781,1,1,1,1,1,1,1,1
P46782,1,0,0,1,1,0,1,1
P46783,0,0,0,1,1,0,1,1
P46821,1,1,0,0,1,1,1,1
P46926,1,0,1,0,0,0,0,0
P46934,1,0,0,0,0,0,0,0
P46937,1,0,0,0,0,0,0,0
P46939,1,1,1,0,0,1,0,1
P46940,1,1,1,1,1,1,1,1
P46976,1,0,0,0,0,0,0,0
P46977,1,1,1,1,1,1,1,1
P47712,0,0,1,1,0,0,0,0
P47755,1,1,1,1,1,1,0,1
P47756,1,1,1,1,1,1,0,1
P47813,1,0,0,0,0,0,1,1
P47895,0,0,0,1,0,0,0,0
P47897,1,1,1,1,1,1,0,1
P47914,1,1,0,1,1,1,1,1
P47928,1,1,0,0,0,1,0,0
P47929,0,0,1,0,0,0,0,0
P47972,1,0,0,0,0,0,0,0
P47974,1,1,0,0,1,1,0,0
P47985,0,0,0,0,1,0,0,0
P48029,1,0,0,0,0,0,0,0
P48047,0,0,1,1,1,0,0,1
P48059,1,0,0,1,0,0,0,1
P48067,1,0,0,0,0,0,0,0
P48147,1,1,1,0,1,1,0,1
P48357,1,0,0,0,0,0,0,0
P48426,1,0,1,0,0,0,0,0
P48444,1,0,1,1,1,0,0,0
P48506,1,0,1,0,1,0,0,0
P48507,1,1,1,1,0,1,0,1
P48509,1,1,0,0,0,1,1,1
P48551,1,0,0,0,0,0,0,0
P48553,1,0,0,0,0,0,0,0
P48556,0,0,1,1,1,0,0,0
P48634,1,1,0,1,1,1,1,1
P48637,0,0,0,1,1,0,0,0
P48643,1,1,1,1,1,1,1,1
P48651,1,1,0,1,1,1,0,0
P48664,1,0,0,0,0,0,0,0
P48681,0,1,0,0,0,0,0,0
P48723,1,1,0,0,0,1,0,0
P48729,1,0,1,1,1,0,0,0
P48730,0,0,1,1,0,0,0,0
P48735,0,0,1,0,0,0,0,0
P48739,1,0,1,1,0,0,1,1
P49005,0,0,1,1,0,0,0,0
P49006,1,1,1,1,1,1,1,1
P49023,1,1,0,1,0,1,1,1
P49137,1,0,0,0,0,0,0,0
P49184,0,0,0,1,0,0,0,0
P49189,0,0,0,1,1,0,0,0
P49207,1,1,1,1,1,1,1,1
P49221,0,1,0,0,0,0,0,0
P49247,1,1,1,0,0,1,0,0
P49257,1,1,0,1,1,1,1,1
P49281,1,0,0,0,0,0,0,0
P49321,1,0,1,1,1,0,0,1
P49327,1,1,1,1,1,1,1,1
P49354,0,0,1,0,0,0,0,0
P49356,1,0,0,0,0,0,0,0
P49368,1,1,1,1,1,1,1,1
P49406,0,0,0,1,1,0,0,0
P49407,0,0,0,1,0,0,0,0
P49411,1,1,1,1,1,1,0,1
P49419,1,0,0,0,1,0,0,0
P49427,1,0,1,1,0,0,0,0
P49454,0,1,0,0,1,1,0,0
P49585,0,1,0,0,0,0,0,0
P49588,1,1,1,1,1,1,1,1
P49589,1,1,1,1,1,1,0,0
P49590,0,0,0,1,0,0,0,0
P49591,1,0,1,1,0,0,0,1
P49593,0,0,1,1,0,0,0,0
P49641,1,0,0,0,0,0,0,0
P49642,0,0,0,1,0,0,0,0
P49643,0,0,0,1,0,0,0,0
P49674,0,1,1,1,1,1,0,0
P49711,0,0,0,1,1,0,0,1
P49720,0,0,0,1,1,0,0,0
P49721,0,0,1,1,1,0,0,0
P49736,0,1,1,1,1,1,1,1
P49748,0,0,0,1,0,0,0,0
P49750,1,0,0,1,1,0,0,0
P49753,0,0,0,0,1,0,0,0
P49754,1,0,0,0,0,0,0,0
P49755,1,0,0,1,1,0,1,0
P49756,0,0,1,1,1,0,1,1
P49757,1,1,0,1,0,1,1,1
P49759,0,0,0,1,0,0,0,0
P49760,0,0,0,1,0,0,0,0
P49761,0,0,0,1,0,0,0,0
P49768,1,0,0,0,0,0,0,0
P49770,0,1,0,1,0,0,0,0
P49773,1,0,0,0,1,0,1,1
P49790,1,1,1,1,1,1,0,0
P49792,1,1,1,1,1,1,1,1
P49795,1,0,0,1,0,0,0,0
P49810,1,0,0,0,0,0,0,0
P49815,1,1,0,0,1,1,0,1
P49821,0,0,1,0,1,0,0,0
P49840,1,0,1,0,1,0,1,0
P49841,0,0,1,0,1,0,0,0
P49848,0,0,1,1,0,0,0,0
P49902,0,0,0,1,0,0,0,0
P49915,1,1,1,1,0,1,0,0
P49916,0,0,0,1,1,0,0,0
P49959,0,0,0,1,1,0,1,1
P50148,1,0,0,1,0,0,0,1
P50213,0,0,0,1,1,0,0,0
P50225,1,0,1,0,0,0,0,1
P50395,1,1,1,1,1,1,1,1
P50402,1,1,1,1,1,1,1,1
P50416,0,0,1,1,0,0,0,0
P50443,1,0,0,0,0,0,0,0
P50453,0,0,1,0,0,0,0,0
P50454,1,1,1,1,1,1,0,1
P50479,0,0,1,0,0,0,0,0
P50502,1,0,1,1,1,0,0,1
P50542,1,0,1,1,0,0,0,0
P50548,0,0,0,1,0,0,0,0
P50552,1,0,0,1,0,0,0,0
P50570,1,1,1,1,1,1,0,1
P50579,1,0,0,1,0,0,1,0
P50747,1,0,1,0,0,0,1,1
P50748,0,0,1,1,1,0,0,0
P50749,0,0,1,0,0,0,0,0
P50750,0,1,1,1,0,1,0,0
P50851,1,1,1,0,0,1,0,1
P50897,1,0,0,1,0,0,0,0
P50914,1,1,1,1,1,1,1,1
P50990,1,1,1,1,1,1,1,1
P50991,1,1,1,1,1,1,0,1
P50995,1,1,1,1,0,1,1,1
P51003,0,1,1,0,1,1,0,0
P51114,1,1,1,1,0,1,1,1
P51116,1,1,1,1,1,1,0,1
P51148,1,1,1,1,1,1,1,1
P51149,1,1,1,1,1,1,1,1
P51151,1,1,0,1,1,1,0,0
P51153,1,1,0,1,1,1,0,1
P51157,1,0,0,0,0,0,0,0
P51159,0,0,0,1,0,0,0,0
P51160,0,0,0,1,0,0,0,0
P51398,0,0,0,1,1,0,0,0
P51452,1,0,0,1,1,0,0,0
P51531,0,0,0,1,0,0,0,0
P51532,0,1,1,1,0,0,1,1
P51553,0,0,1,1,0,0,0,0
P51570,0,0,1,0,0,0,0,0
P51571,1,1,0,1,1,1,0,0
P51572,1,1,0,0,1,1,1,1
P51580,1,0,0,0,0,0,0,0
P51608,0,0,0,0,0,0,0,1
P51610,1,1,1,1,0,1,1,1
P51617,1,1,1,1,1,1,0,0
P51648,1,0,1,1,1,0,0,0
P51649,0,0,0,0,1,0,0,0
P51654,1,0,0,0,0,0,0,0
P51659,0,0,1,1,1,0,0,0
P51665,0,0,0,1,1,0,0,0
P51674,1,0,0,0,0,0,0,0
P51688,1,0,0,0,0,0,0,0
P51692,1,0,0,0,0,0,0,0
P51784,0,0,0,0,1,0,0,0
P51790,1,0,0,0,0,0,0,0
P51798,1,0,0,0,1,0,0,0
P51805,1,0,0,0,0,0,0,0
P51809,1,1,0,0,1,0,0,0
P51812,1,0,1,1,0,0,0,0
P51858,1,0,1,1,0,0,0,0
P51948,0,0,0,1,0,0,0,0
P51955,0,0,0,0,1,0,0,0
P51956,0,0,1,0,0,0,0,0
P51957,1,0,0,0,0,0,0,0
P51965,0,0,0,0,0,0,1,0
P51991,1,1,0,1,1,1,1,1
P52209,1,1,1,1,1,1,1,1
P52272,1,1,1,1,1,1,1,1
P52292,1,1,1,1,1,1,1,1
P52294,1,1,1,1,1,1,0,1
P52298,0,0,0,0,1,0,0,0
P52434,0,0,0,0,1,0,0,0
P52565,1,0,1,1,1,0,1,1
P52569,1,0,0,0,0,0,0,1
P52594,1,1,1,1,0,1,1,1
P52597,1,1,1,1,1,1,0,0
P52701,0,1,1,1,1,1,0,1
P52732,1,1,1,1,1,1,0,1
P52735,1,0,0,0,0,0,0,0
P52747,0,0,0,1,0,0,0,0
P52756,0,0,0,1,0,0,0,0
P52788,1,1,0,1,0,1,0,0
P52789,1,0,1,1,0,0,0,0
P52799,1,1,0,0,0,1,1,1
P52815,0,0,0,1,0,0,0,0
P52848,1,0,0,0,0,0,0,0
P52849,1,0,0,0,0,0,0,0
P52888,1,1,1,1,1,1,0,0
P52907,1,1,1,1,0,1,1,1
P52926,0,0,0,0,0,0,1,1
P52948,1,1,1,1,1,1,0,0
P53004,1,1,1,1,1,0,0,0
P53007,0,0,0,1,0,0,1,1
P53041,1,1,1,0,0,1,0,1
P53350,1,1,1,1,1,1,0,0
P53355,1,0,0,0,0,0,0,0
P53365,1,0,0,0,0,0,0,1
P53384,1,1,1,1,0,1,0,0
P53396,1,1,1,1,1,1,1,1
P53420,1,0,0,0,0,0,0,0
P53582,1,1,1,1,1,1,1,1
P53597,0,0,1,1,0,0,0,0
P53602,1,0,0,0,0,0,0,0
P53609,1,0,0,0,0,0,0,0
P53611,0,0,1,1,0,0,0,0
P53618,1,1,1,1,1,1,0,1
P53621,1,1,1,1,1,1,1,1
P53634,1,0,0,0,0,0,0,0
P53675,0,1,0,0,0,1,0,0
P53677,0,0,1,0,0,0,0,0
P53680,0,0,0,0,1,0,0,0
P53701,1,0,1,0,1,0,0,0
P53708,1,0,0,0,0,0,0,0
P53794,1,0,0,0,0,0,0,0
P53801,1,0,0,1,0,0,0,0
P53814,0,0,0,1,0,0,0,0
P53985,1,1,0,0,1,1,1,1
P53990,1,1,1,1,1,1,1,1
P53992,1,1,1,1,0,1,0,1
P53999,1,0,0,0,0,0,0,0
P54105,1,1,1,1,1,1,1,1
P54132,0,0,0,1,1,0,0,0
P54136,1,1,1,1,1,1,1,1
P54198,0,0,0,0,1,0,0,0
P54252,0,0,1,0,0,0,0,0
P54259,0,0,1,0,0,0,0,0
P54277,0,1,0,0,0,1,0,0
P54289,1,0,0,0,0,0,0,0
P54577,1,0,1,1,1,0,0,0
P54578,0,1,1,0,0,1,0,0
P54619,0,1,1,1,0,1,0,0
P54646,1,0,1,1,0,0,0,0
P54652,0,1,1,1,0,1,0,0
P54687,0,1,1,0,0,1,0,0
P54709,1,1,0,1,1,1,0,1
P54727,1,0,1,1,1,0,0,0
P54753,1,0,0,0,0,0,0,0
P54756,1,0,0,0,0,0,0,0
P54760,1,1,0,0,0,1,1,1
P54802,1,0,0,0,0,0,0,0
P54803,1,0,0,0,0,0,0,0
P54819,1,0,1,1,1,0,0,1
P54826,1,0,0,0,0,0,0,0
P54886,0,1,1,1,1,1,0,0
P54920,1,0,1,1,1,0,0,0
P55001,1,0,0,0,0,0,0,0
P55010,1,0,1,1,1,0,0,0
P55011,1,1,0,0,1,1,1,1
P55036,1,0,1,1,0,0,0,0
P55039,1,0,1,1,1,0,0,0
P55060,1,1,1,1,1,1,1,1
P55072,1,1,1,1,1,1,1,1
P55081,0,0,0,1,0,0,1,0
P55084,0,0,1,1,0,0,1,1
P55085,1,1,0,0,0,1,0,0
P55145,1,0,0,0,0,0,0,0
P55196,1,1,1,0,0,1,1,1
P55199,0,0,0,1,0,0,0,0
P55209,1,1,1,1,1,1,0,1
P55212,0,0,1,0,0,0,0,0
P55265,1,1,1,1,0,1,0,1
P55268,1,0,0,1,0,0,0,0
P55287,0,1,0,0,0,1,0,0
P55735,1,1,1,1,1,1,0,0
P55769,0,1,0,0,0,1,0,0
P55786,1,1,1,1,1,1,0,0
P55795,1,1,1,1,1,1,1,0
P55809,0,0,0,1,0,0,0,1
P55851,0,0,0,0,0,1,0,0
P55854,0,0,0,1,0,0,1,1
P55884,1,1,1,1,1,1,0,1
P55957,1,1,0,0,0,1,0,0
P56159,1,0,0,0,0,0,0,0
P56182,0,1,0,1,0,1,1,1
P56192,1,1,1,1,1,1,1,1
P56199,0,1,0,1,0,1,0,0
P56211,1,0,0,0,0,0,0,0
P56270,1,0,1,0,0,0,0,1
P56377,0,1,0,1,1,1,0,0
P56537,1,1,1,1,1,1,0,0
P56545,0,0,1,1,1,0,0,0
P56589,0,0,0,1,0,0,0,0
P56730,1,0,0,0,0,0,0,0
P56817,1,0,0,0,0,0,0,0
P56937,0,0,0,0,1,0,0,0
P56945,1,1,1,1,1,1,1,1
P57076,1,0,0,0,0,0,0,0
P57077,0,0,1,0,0,0,0,0
P57081,0,0,1,0,1,0,0,0
P57088,1,1,1,1,1,1,0,0
P57678,1,1,1,1,1,1,0,0
P57721,0,0,1,1,0,0,0,0
P57723,0,0,0,0,0,0,1,0
P57737,1,0,1,0,0,0,0,1
P57740,1,1,1,1,1,1,1,1
P57772,0,0,1,1,1,0,0,0
P57775,0,0,0,1,0,0,0,0
P58004,0,0,1,0,1,0,0,0
P58107,1,1,1,1,0,1,1,1
P58546,1,0,0,0,0,0,1,1
P58876,0,0,0,0,1,0,0,0
P59665,0,0,1,0,0,0,0,0
P59998,1,1,0,1,1,1,0,0
P60033,1,1,0,0,1,1,1,1
P60174,1,0,1,1,1,0,1,1
P60228,1,1,1,1,0,1,0,1
P60468,1,1,0,0,1,1,0,1
P60510,1,0,1,1,1,0,0,0
P60520,0,0,0,0,1,0,0,0
P60660,1,1,0,1,1,1,0,1
P60709,1,1,1,1,1,1,1,1
P60842,1,1,1,1,1,1,1,1
P60866,1,0,0,1,1,0,1,1
P60891,1,0,1,1,1,0,0,0
P60900,1,0,1,1,1,0,0,0
P60953,1,1,1,1,1,1,1,1
P60981,1,1,0,0,1,1,1,1
P61006,1,1,0,0,0,1,1,1
P61009,1,1,0,1,1,1,0,0
P61011,0,0,1,1,0,0,0,0
P61018,1,0,0,0,0,0,0,0
P61019,1,1,0,1,1,1,0,0
P61020,1,1,1,0,1,1,0,1
P61026,1,1,1,1,1,1,0,1
