gene,AT1R-APEX2(AngII),AT1R-APEX2(TRV027),β2AR-APEX2(BI167107),Endosomal-APEX2,DOR-APEX2,CCDC68,CCDC120
P27797,1,1,1,1,1,0,1
P27816,1,1,1,1,1,1,1
P27824,1,1,1,1,1,1,1
P27986,0,0,0,1,1,0,0
P27986-4,1,1,1,0,0,0,0
P28066,0,0,1,0,0,1,1
P28070,0,0,1,0,0,1,1
P28072,0,0,1,0,0,1,1
P28074,0,0,1,0,0,1,1
P28288,0,0,1,0,1,1,1
P28289,0,0,1,0,0,0,1
P28290,0,0,1,1,1,0,1
P28300,0,0,1,0,0,0,1
P28331,0,0,0,0,0,1,1
P28340,0,0,0,0,0,1,1
P28347,0,0,0,0,0,0,1
P28356,0,0,0,0,0,0,1
P28370,1,1,0,0,0,0,0
P28472-2,0,0,1,0,0,0,0
P28482,1,1,1,0,0,1,1
P28676,0,0,1,0,0,1,0
P28749,0,0,0,0,0,1,0
P28799,0,0,1,0,0,0,1
P28838,1,1,0,0,0,1,1
P29084,0,0,0,0,0,0,1
P29122,0,0,1,0,1,0,0
P29122-4,0,0,1,0,0,0,0
P29144,0,1,1,1,1,1,1
P29279,0,0,1,0,0,0,0
P29317,1,1,1,1,1,0,1
P29322,0,0,1,0,0,0,0
P29323,0,1,1,1,1,1,0
P29353-6,0,0,1,0,0,0,0
P29372,0,0,0,0,0,1,1
P29400-2,0,0,1,0,0,0,0
P29401,0,0,0,1,1,1,1
P29401-2,0,1,1,0,0,0,0
P29508,0,0,0,0,0,1,1
P29558,0,0,0,0,0,1,1
P29590,0,0,0,0,1,0,0
P29597,0,0,1,0,0,0,1
P29692,0,0,0,1,1,1,1
P29692-2,1,1,1,0,0,0,0
P29966,1,1,1,1,1,0,1
P29992,1,1,1,1,1,0,1
P30040,0,0,1,0,1,0,1
P30041,1,1,1,1,1,1,1
P30042,1,0,0,0,0,0,0
P30043,0,1,1,0,0,0,0
P30044,0,0,1,0,0,0,0
P30048,0,0,0,0,0,1,1
P30050,1,1,1,1,1,0,1
P30084,1,1,0,0,0,0,1
P30085,0,0,0,0,0,0,1
P30086,0,1,1,0,0,1,1
P30101,1,1,1,0,1,1,1
P30153,1,1,1,1,1,1,1
P30154,0,0,0,0,0,0,1
P30260,0,0,0,1,1,1,1
P30260-2,0,1,1,0,0,0,0
P30307,0,0,1,0,0,0,0
P30405,0,0,0,0,0,0,1
P30419,0,1,1,0,1,1,1
P30457,0,0,1,0,0,0,0
P30511-3,0,0,1,0,0,0,0
P30519,0,1,1,1,1,0,0
P30520,1,1,1,1,1,1,1
P30532,0,0,1,0,0,0,0
P30533,1,1,1,0,1,1,1
P30556,1,1,0,0,0,0,0
P30566,0,1,1,1,1,1,1
P30622,0,0,0,1,1,0,1
P30622-2,0,0,1,0,0,0,0
P30626,0,1,1,1,1,1,1
P30740,0,0,0,0,0,1,1
P30825,1,1,1,0,0,0,0
P30837,0,0,0,0,0,0,1
P30876,0,1,1,1,1,1,1
P31025,0,0,0,0,0,1,0
P31040,0,0,0,0,0,0,1
P31150,1,1,1,0,0,1,0
P31151,0,0,0,0,0,1,0
P31153,1,1,1,1,1,1,1
P31260,0,0,1,0,0,1,0
P31274,0,0,0,0,0,0,1
P31321,0,0,1,0,0,0,0
P31323,0,0,1,0,0,0,0
P31327,0,0,0,0,0,1,1
P31350,0,0,0,1,1,1,1
P31350-2,1,0,1,0,0,0,0
P31431,1,1,1,0,0,0,0
P31483,0,0,1,0,0,1,1
P31689,1,1,1,1,1,1,1
P31749,0,1,1,0,0,0,0
P31751,1,1,1,0,0,0,0
P31930,0,0,0,0,0,1,1
P31939,0,0,1,0,1,1,1
P31942,0,0,1,1,1,1,1
P31943,0,1,1,1,1,1,1
P31944,0,0,0,0,0,1,0
P31946,1,1,1,1,1,1,1
P31948,1,1,1,1,1,1,1
P31949,0,0,1,0,0,0,0
P32004,0,0,1,0,0,0,1
P32119,1,1,1,1,1,1,1
P32121,0,0,0,1,1,1,0
P32121-4,1,1,1,0,0,0,0
P32189,0,0,1,0,0,0,0
P32242,0,0,0,0,0,0,1
P32298,0,0,0,0,0,0,1
P32322,0,0,0,0,0,1,1
P32455,0,0,0,0,0,1,0
P32780,0,0,0,0,0,0,1
P32856,0,0,1,0,0,0,0
P32969,1,1,1,1,1,1,1
P33176,1,1,1,1,1,1,1
P33240,0,0,1,0,0,0,0
P33316,0,0,0,0,0,1,1
P33527,0,0,0,0,0,1,1
P33527-9,1,1,1,0,0,0,0
P33552,0,0,1,0,0,0,0
P33897,0,0,0,0,0,0,1
P33947,1,0,0,0,0,0,0
P33981,0,1,1,1,1,0,0
P33991,1,1,0,1,1,1,1
P33992,0,0,0,1,1,1,1
P33993,0,0,1,1,1,1,1
P34059,0,0,1,0,0,0,0
P34741,1,1,1,1,1,0,0
P34896,0,0,1,0,0,0,1
P34897,0,0,0,0,0,1,1
P34931,0,0,0,0,0,0,1
P34932,1,1,1,1,1,1,1
P34947,0,0,0,0,0,0,1
P34949,0,0,1,0,0,0,0
P35030,0,0,0,1,1,0,0
P35052,0,0,1,0,0,0,0
P35080,1,1,1,0,1,0,0
P35080-2,0,1,1,0,0,0,0
P35219,0,0,0,0,0,1,0
P35221,0,0,0,1,1,1,1
P35221-2,1,1,1,0,0,0,0
P35222,1,1,1,1,1,1,1
P35232,0,0,0,1,1,1,1
P35237,0,0,0,0,0,1,1
P35240,0,0,0,1,1,0,1
P35240-2,0,0,1,0,0,0,0
P35241,0,0,0,1,1,0,1
P35241-5,1,1,1,0,0,0,0
P35249,0,0,0,0,0,1,1
P35250,0,0,1,0,0,1,1
P35251,1,1,0,0,0,1,1
P35268,0,1,1,1,1,0,1
P35270,0,1,1,0,0,0,1
P35354,1,1,1,0,0,0,0
P35520,0,0,0,1,1,1,1
P35520-2,0,0,1,0,0,0,0
P35527,0,0,0,1,1,1,1
P35555,0,0,1,0,0,0,1
P35556,0,0,1,0,0,0,0
P35568,0,0,1,0,0,0,0
P35573,0,0,1,1,1,1,1
P35579,1,1,1,1,1,1,1
P35580,0,0,0,1,1,1,1
P35580-4,1,1,1,0,0,0,0
P35606,0,1,1,1,1,1,1
P35610,0,0,1,0,1,0,1
P35611,0,0,0,1,1,1,1
P35611-3,0,1,1,0,0,0,0
P35612,0,0,1,0,0,0,0
P35613,1,0,1,0,0,0,1
P35625,0,0,1,0,0,0,0
P35626,0,0,0,0,0,1,0
P35637,1,1,1,1,1,1,1
P35658,0,0,0,1,1,1,1
P35658-5,0,1,1,0,0,0,0
P35659,1,1,0,1,1,1,1
P35670,0,0,1,0,0,0,0
P35749,0,0,0,0,0,0,1
P35754,0,0,0,0,0,1,0
P35869,0,0,0,0,0,0,1
P35908,0,0,0,1,1,1,1
P35916,0,0,1,0,0,0,0
P35998,0,1,1,1,1,1,1
P36404,0,0,1,0,0,0,0
P36405,0,0,1,0,0,1,0
P36507,0,0,0,0,0,1,1
P36542,0,0,0,1,1,1,1
P36543,0,0,1,1,1,0,1
P36551,0,1,0,0,0,1,0
P36578,1,1,1,1,1,1,1
P36776,0,0,0,0,0,1,1
P36871,0,1,0,0,0,1,1
P36871-2,1,0,0,0,0,0,0
P36873,0,0,0,1,1,1,1
P36873-2,0,1,1,0,0,0,0
P36897,0,0,0,0,0,0,1
P36897-2,0,0,1,0,0,0,0
P36915,0,1,1,0,0,1,1
P36952,0,0,0,0,0,0,1
P36954,0,0,1,0,0,0,0
P36957,0,0,0,0,0,1,1
P36969,0,0,1,0,0,0,0
P37108,1,1,1,0,0,0,1
P37198,0,0,1,0,0,1,1
P37268,0,0,1,1,1,0,0
P37287,0,0,1,0,0,0,0
P37802,1,1,1,1,1,1,1
P37837,0,0,0,0,0,0,1
P37840,1,0,1,0,0,0,0
P38117,0,0,0,0,0,0,1
P38117-2,0,0,1,0,0,0,0
P38159,1,1,1,0,1,1,1
P38398,0,0,1,1,1,0,0
P38432,1,1,0,1,1,0,1
P38435,0,0,1,0,0,0,0
P38571,0,0,1,0,0,0,0
P38606,0,1,1,1,1,1,1
P38646,1,1,1,1,1,1,1
P38919,1,1,1,1,1,1,1
P38935,0,0,0,0,0,0,1
P39019,0,1,1,0,0,0,1
P39023,1,1,1,1,1,1,1
P39060,0,0,1,0,1,0,0
P39656,0,0,1,1,1,1,1
P39687,0,0,0,0,0,1,1
P39748,1,1,0,0,0,1,1
P40121,0,0,0,0,0,0,1
P40123,0,0,1,0,0,0,0
P40189,0,0,1,0,0,0,0
P40197,0,0,0,0,0,0,1
P40222,0,0,1,1,1,1,0
P40227,1,1,1,1,1,1,1
P40261,0,0,0,0,0,0,1
P40394,0,0,0,0,0,0,1
P40429,1,1,1,1,1,1,1
P40616,0,0,1,0,0,0,1
P40763,0,0,1,1,1,1,1
P40818,0,1,1,1,1,1,0
P40855,0,0,1,0,0,0,0
P40925,0,0,0,0,0,1,1
P40926,0,1,0,0,0,1,1
P40937,0,0,0,0,0,1,1
P40938,0,0,1,1,1,1,1
P40939,0,1,0,0,0,0,1
P41091,0,0,1,1,1,1,1
P41214,0,0,1,0,0,1,0
P41221,0,0,1,0,0,1,0
P41227,0,0,1,1,1,1,1
P41236,0,1,1,0,0,1,0
P41240,1,1,1,1,1,1,0
P41250,1,1,1,1,1,1,1
P41252,0,1,1,1,1,1,1
P41440,1,1,1,1,1,0,0
P41567,0,0,1,0,0,0,0
P41743,1,0,1,1,1,1,1
P42126,0,0,0,0,0,0,1
P42166,1,1,1,1,1,1,1
P42167,1,1,1,0,0,0,1
P42224,0,0,1,1,1,1,1
P42226,0,0,0,0,0,0,1
P42229,0,1,0,0,0,0,1
P42285,0,0,0,0,0,1,1
P42345,0,0,1,1,1,1,0
P42356,0,1,1,1,1,0,1
P42357,0,0,0,0,0,1,0
P42566,1,1,1,1,1,0,1
P42574,0,0,0,1,1,1,0
P42677,0,1,0,1,1,0,0
P42684,0,1,1,1,1,0,0
P42694,0,0,0,1,1,1,1
P42695,0,0,0,1,1,1,0
P42696,1,1,0,0,0,0,1
P42702,0,0,1,0,0,0,0
P42704,0,1,0,0,0,1,1
P42765,0,0,0,0,0,0,1
P42766,1,1,1,0,0,0,1
P42771,0,0,1,0,0,0,1
P42785-2,0,0,1,0,0,0,0
P42858,0,0,0,1,1,0,0
P42892,0,0,1,1,1,0,1
P43003,0,1,1,0,0,0,1
P43005,0,1,1,0,0,0,0
P43007,1,1,1,0,0,0,0
P43034,0,1,1,1,1,1,1
P43121,0,0,1,0,0,0,0
P43243,1,1,1,1,1,1,1
P43246,0,0,0,0,0,1,1
P43250-2,0,0,1,0,0,0,0
P43251,1,1,1,0,0,0,0
P43304,0,0,1,0,0,1,1
P43307,0,0,1,0,0,0,1
P43355,0,0,0,0,0,0,1
P43360,0,0,0,0,0,0,1
P43378,0,0,1,1,1,1,0
P43405,0,0,1,0,0,0,0
P43487,1,0,1,1,1,1,1
P43490,1,1,1,1,1,1,0
P43686,0,1,1,1,1,1,1
P43897,0,0,0,0,0,1,0
P45877,0,0,1,0,0,0,0
P45880,0,0,0,1,1,1,1
P45880-1,1,1,1,0,0,0,0
P45954,0,0,0,0,0,1,0
P45973,0,0,1,0,0,0,1
P45974,0,1,1,1,1,1,1
P45985,0,0,0,0,0,1,0
P45985-2,0,0,1,0,0,0,0
P46013,1,1,1,1,1,0,1
P46020,0,0,1,1,1,0,0
P46060,1,1,1,1,1,1,1
P46063,0,0,0,1,1,0,1
P46087,0,0,0,1,1,0,1
P46087-2,1,1,0,0,0,0,0
P46087-4,1,1,0,0,0,0,0
P46108,0,0,1,0,0,1,0
P46109,1,1,1,1,1,1,1
P46379,0,0,0,1,1,0,1
P46459,1,1,1,1,1,1,1
P46531,1,1,1,0,0,0,1
P46734,0,0,0,0,0,1,1
P46736,0,0,0,0,0,1,0
P46776,1,1,1,1,1,1,1
P46777,1,1,1,1,1,1,1
P46778,1,1,1,1,1,1,1
P46779,0,0,0,1,1,1,1
P46779-3,1,1,1,0,0,0,0
P46781,1,1,1,1,1,1,1
P46782,1,1,1,0,0,0,1
P46783,1,1,0,0,0,0,1
P46821,1,1,1,1,1,0,0
P46926,0,0,1,0,0,1,0
P46934-4,0,0,1,0,0,0,0
P46937-9,0,0,1,0,0,0,0
P46939,0,0,0,1,1,1,0
P46939-2,0,1,1,0,0,0,0
P46940,1,1,1,1,1,1,1
P46976,0,0,1,0,0,0,0
P46977,1,1,1,1,1,1,1
P47712,0,0,0,0,0,1,1
P47755,0,1,1,1,1,1,1
P47756,0,0,0,1,1,1,1
P47756-2,0,1,1,0,0,0,0
P47813,1,1,1,0,0,0,0
P47895,0,0,0,0,0,0,1
P47897,0,1,1,1,1,1,1
P47914,1,1,1,1,1,0,1
P47928,0,0,1,1,1,0,0
P47929,0,0,0,0,0,1,0
P47972,0,0,1,0,0,0,0
P47974,0,0,1,1,1,0,0
P48029,0,0,1,0,0,0,0
P48047,0,1,0,0,0,1,1
P48059,0,0,0,0,0,0,1
P48059-3,0,1,1,0,0,0,0
P48067,0,0,1,0,0,0,0
P48147,0,1,1,1,1,1,0
P48357,0,0,1,0,0,0,0
P48426,0,0,1,0,0,1,0
P48444,0,0,1,0,0,1,1
P48506,0,0,1,0,0,1,0
P48507,0,1,1,1,1,1,1
P48509,1,1,1,1,1,0,0
P48551,0,0,1,0,0,0,0
P48553,0,0,1,0,0,0,0
P48556,0,0,0,0,0,1,1
P48634,1,1,1,1,1,0,1
P48637,0,0,0,0,0,0,1
P48643,1,1,1,1,1,1,1
P48651,0,0,1,1,1,0,1
P48664,0,0,1,0,0,0,0
P48681,0,0,0,0,1,0,0
P48723,0,0,1,1,1,0,0
P48729,0,0,0,0,0,1,1
P48729-2,0,0,1,0,0,0,0
P48730,0,0,0,0,0,1,1
P48735,0,0,0,0,0,1,0
P48739,0,0,0,0,0,1,1
P48739-2,1,1,1,0,0,0,0
P49005,0,0,0,0,0,1,1
P49006,1,1,1,1,1,1,1
P49023,0,0,0,1,1,0,1
P49023-3,1,1,1,0,0,0,0
P49137,0,0,1,0,0,0,0
P49184,0,0,0,0,0,0,1
P49189,0,0,0,0,0,0,1
P49207,1,1,1,1,1,1,1
P49221,0,0,0,0,1,0,0
P49247,0,0,1,1,1,1,0
P49257,1,1,1,1,1,0,1
P49281-3,0,0,1,0,0,0,0
P49321,0,1,1,0,0,1,1
P49327,1,1,1,1,1,1,1
P49354,0,0,0,0,0,1,0
P49356,0,0,1,0,0,0,0
P49368,1,1,1,1,1,1,1
P49406,0,0,0,0,0,0,1
P49407,0,0,0,0,0,0,1
P49411,0,1,1,1,1,1,1
P49419,0,0,1,0,0,0,0
P49427,0,0,1,0,0,1,1
P49454,0,0,0,1,1,0,0
P49585,0,0,0,0,1,0,0
P49588,1,1,1,1,1,1,1
P49589,0,0,0,1,1,1,1
P49589-3,0,0,1,0,0,0,0
P49590,0,0,0,0,0,0,1
P49591,0,1,1,0,0,1,1
P49593,0,0,0,0,0,1,1
P49641,0,0,1,0,0,0,0
P49642,0,0,0,0,0,0,1
P49643,0,0,0,0,0,0,1
P49674,0,0,0,1,1,1,1
P49711,0,1,0,0,0,0,1
P49720,0,0,0,0,0,0,1
P49721,0,0,0,0,0,1,1
P49736,1,1,0,1,1,1,1
P49748,0,0,0,0,0,0,1
P49750,0,0,0,0,0,0,1
P49750-4,0,0,1,0,0,0,0
P49754,0,0,1,0,0,0,0
P49755,1,0,1,0,0,0,1
P49756,1,1,0,0,0,1,1
P49757,1,1,1,1,1,0,1
P49759,0,0,0,0,0,0,1
P49760,0,0,0,0,0,0,1
P49761,0,0,0,0,0,0,1
P49768,0,0,1,0,0,0,0
P49770,0,0,0,0,1,0,1
P49773,1,1,1,0,0,0,0
P49790,0,0,1,1,1,1,1
P49792,1,1,1,1,1,1,1
P49795,0,0,1,0,0,0,1
P49810,0,0,1,0,0,0,0
P49815,0,1,1,1,1,0,0
P49821,0,0,0,0,0,1,0
P49840,1,0,1,0,0,1,0
P49841,0,0,0,0,0,1,0
P49848,0,0,0,0,0,1,1
P49902,0,0,0,0,0,0,1
P49915,0,0,1,1,1,1,1
P49916,0,0,0,0,0,0,1
P49959,1,1,0,0,0,0,1
P50148,0,1,1,0,0,0,1
P50213,0,0,0,0,0,0,1
P50225,0,1,1,0,0,1,0
P50395,1,1,1,1,1,1,1
P50402,1,1,1,1,1,1,1
P50416,0,0,0,0,0,1,1
P50443,0,0,1,0,0,0,0
P50453,0,0,0,0,0,1,0
P50454,0,1,1,1,1,1,1
P50479,0,0,0,0,0,1,0
P50502,0,1,1,0,0,1,1
P50542,0,0,1,0,0,1,1
P50548,0,0,0,0,0,0,1
P50552,0,0,1,0,0,0,1
P50570,0,0,0,1,1,1,1
P50570-4,0,1,1,0,0,0,0
P50579,1,0,1,0,0,0,1
P50747,1,1,1,0,0,1,0
P50748,0,0,0,0,0,1,1
P50749,0,0,0,0,0,1,0
P50750,0,0,0,1,1,1,1
P50851,0,1,0,1,1,1,0
P50851-2,0,0,1,0,0,0,0
P50897,0,0,1,0,0,0,1
P50914,1,1,1,1,1,1,1
P50990,1,1,1,1,1,1,1
P50991,0,1,1,1,1,1,1
P50995,1,1,1,1,1,1,1
P51003,0,0,0,1,1,1,0
P51114,1,1,1,1,1,1,1
P51116,0,1,1,1,1,1,1
P51148,0,0,0,1,1,1,1
P51148-2,1,1,1,0,0,0,0
P51149,1,1,1,1,1,1,1
P51151,0,0,1,1,1,0,1
P51153,0,1,1,1,1,0,1
P51157,0,0,1,0,0,0,0
P51159,0,0,0,0,0,0,1
P51160,0,0,0,0,0,0,1
P51398,0,0,0,0,0,0,1
P51452,0,0,1,0,0,0,1
P51531,0,0,0,0,0,0,1
P51532,1,1,0,0,1,1,1
P51553,0,0,0,0,0,1,1
P51570,0,0,0,0,0,1,0
P51571,0,0,1,1,1,0,1
P51572,0,0,0,1,1,0,0
P51572-2,1,1,1,0,0,0,0
P51580,0,0,1,0,0,0,0
P51608-2,0,1,0,0,0,0,0
P51610,0,0,0,1,1,1,1
P51610-4,1,1,1,0,0,0,0
P51617,0,0,1,1,1,1,1
P51648,0,0,0,0,0,1,1
P51648-2,0,0,1,0,0,0,0
P51654-3,0,0,1,0,0,0,0
P51659,0,0,0,0,0,1,1
P51665,0,0,0,0,0,0,1
P51674,0,0,1,0,0,0,0
P51688,0,0,1,0,0,0,0
P51692,0,0,1,0,0,0,0
P51790-2,0,0,1,0,0,0,0
P51798,0,0,1,0,0,0,0
P51805,0,0,1,0,0,0,0
P51809,0,0,1,0,1,0,0
P51812,0,0,1,0,0,1,1
P51858,0,0,1,0,0,1,1
P51948,0,0,0,0,0,0,1
P51956,0,0,0,0,0,1,0
P51957,0,0,1,0,0,0,0
P51965,1,0,0,0,0,0,0
P51991,1,1,1,1,1,0,1
P52209,1,1,1,1,1,1,1
P52272,1,1,1,1,1,1,1
P52292,1,1,1,1,1,1,1
P52294,0,1,1,1,1,1,1
P52565,1,1,1,0,0,1,1
P52569-3,0,1,1,0,0,0,0
P52594,0,0,0,1,1,1,1
P52594-4,1,1,1,0,0,0,0
P52597,0,0,1,1,1,1,1
P52701,0,1,0,1,1,1,1
P52732,0,1,1,1,1,1,1
P52735,0,0,1,0,0,0,0
P52747,0,0,0,0,0,0,1
P52756,0,0,0,0,0,0,1
P52788,0,0,1,1,1,0,1
P52789,0,0,1,0,0,1,1
P52799,1,1,1,1,1,0,0
P52815,0,0,0,0,0,0,1
P52848,0,0,1,0,0,0,0
P52849,0,0,1,0,0,0,0
P52888,0,0,1,1,1,1,1
P52907,1,1,1,1,1,1,1
P52926,1,1,0,0,0,0,0
P52948,0,0,1,1,1,1,1
P53004,0,0,1,0,1,1,1
P53007,1,1,0,0,0,0,1
P53041,0,1,1,1,1,1,0
P53350,0,0,1,1,1,1,1
P53355-3,0,0,1,0,0,0,0
P53365,0,1,1,0,0,0,0
P53384,0,0,1,1,1,1,1
P53396,1,1,1,1,1,1,1
P53420,0,0,1,0,0,0,0
P53582,1,1,1,1,1,1,1
P53597,0,0,0,0,0,1,1
P53602,0,0,1,0,0,0,0
P53609,0,0,1,0,0,0,0
P53611,0,0,0,0,0,1,1
P53618,0,1,1,1,1,1,1
P53621,0,0,0,1,1,1,1
P53621-2,1,1,1,0,0,0,0
P53634,0,0,1,0,0,0,0
P53675,0,0,0,1,1,0,0
P53677,0,0,0,0,0,1,0
P53701,0,0,1,0,0,1,0
P53708,0,0,1,0,0,0,0
P53794,0,0,1,0,0,0,0
P53801,0,0,1,0,0,0,1
P53814,0,0,0,0,0,0,1
P53985,1,1,1,1,1,0,0
P53990,0,0,0,1,1,1,1
P53990-5,1,1,1,0,0,0,0
P53992,0,1,1,1,1,1,1
P53999,0,0,1,0,0,0,0
P54105,1,1,1,1,1,1,1
P54132,0,0,0,0,0,0,1
P54136,1,1,1,1,1,1,1
P54252,0,0,0,0,0,1,0
P54259,0,0,0,0,0,1,0
P54277,0,0,0,1,1,0,0
P54289,0,0,1,0,0,0,0
P54577,0,0,1,0,0,1,1
P54578,0,0,0,1,1,1,0
P54619,0,0,0,1,1,1,1
P54646,0,0,1,0,0,1,1
P54652,0,0,0,1,1,1,1
P54687,0,0,0,1,1,1,0
P54709,0,1,1,1,1,0,1
P54727,0,0,1,0,0,1,1
P54753,0,0,1,0,0,0,0
P54756,0,0,1,0,0,0,0
P54760,1,1,1,1,1,0,0
P54802,0,0,1,0,0,0,0
P54803,0,0,1,0,0,0,0
P54819,0,1,1,0,0,1,1
P54826,0,0,1,0,0,0,0
P54886,0,0,0,1,1,1,1
P54920,0,0,1,0,0,1,1
P55001,0,0,1,0,0,0,0
P55010,0,0,1,0,0,1,1
P55011,1,1,1,1,1,0,0
P55036,0,0,1,0,0,1,1
P55039,0,0,1,0,0,1,1
P55060,1,1,1,1,1,1,1
P55072,1,1,1,1,1,1,1
P55081,1,0,0,0,0,0,1
P55084,1,1,0,0,0,1,1
P55085,0,0,1,1,1,0,0
P55145,0,0,1,0,0,0,0
P55196,0,0,0,1,1,1,0
P55196-1,0,0,1,0,0,0,0
P55196-5,1,1,1,0,0,0,0
P55199,0,0,0,0,0,0,1
P55209,0,1,1,1,1,1,1
P55212,0,0,0,0,0,1,0
P55265,0,0,0,1,1,1,1
P55265-4,0,1,1,0,0,0,0
P55268,0,0,1,0,0,0,1
P55287,0,0,0,1,1,0,0
P55735,0,0,1,1,1,1,1
P55769,0,0,0,1,1,0,0
P55786,0,0,1,1,1,1,1
P55795,1,0,1,1,1,1,1
P55809,0,1,0,0,0,0,1
P55851,0,0,0,1,0,0,0
P55854,1,1,0,0,0,0,1
P55884,0,0,0,1,1,1,1
P55884-2,0,1,1,0,0,0,0
P55957,0,0,0,1,1,0,0
P55957-2,0,0,1,0,0,0,0
P56159,0,0,1,0,0,0,0
P56182,1,1,0,1,1,0,1
P56192,1,1,1,1,1,1,1
P56199,0,0,0,1,1,0,1
P56211,0,0,1,0,0,0,0
P56270,0,0,0,0,0,1,0
P56270-2,0,1,1,0,0,0,0
P56377,0,0,0,1,1,0,1
P56537,0,0,1,1,1,1,1
P56545,0,0,0,0,0,1,1
P56589,0,0,0,0,0,0,1
P56730,0,0,1,0,0,0,0
P56817,0,0,1,0,0,0,0
P56945,0,0,0,1,1,1,1
P56945-6,1,1,1,0,0,0,0
P57076,0,0,1,0,0,0,0
P57077,0,0,0,0,0,1,0
P57081,0,0,0,0,0,1,0
P57088,0,0,1,1,1,1,1
P57678,0,0,1,1,1,1,1
P57721,0,0,0,0,0,1,1
P57723,1,0,0,0,0,0,0
P57737,0,0,0,0,0,1,0
P57737-3,0,1,1,0,0,0,0
P57740,1,1,1,1,1,1,1
P57772,0,0,0,0,0,1,1
P57775,0,0,0,0,0,0,1
P58004,0,0,0,0,0,1,0
P58107,1,1,1,1,1,1,1
P58546,1,1,1,0,0,0,0
P59665,0,0,0,0,0,1,0
P59998,0,0,0,1,1,0,1
P59998-2,0,0,1,0,0,0,0
P60033,1,1,1,1,1,0,0
P60174,1,1,1,0,0,1,1
P60228,0,1,1,1,1,1,1
P60468,0,1,1,1,1,0,0
P60510,0,0,1,0,0,1,1
P60660,0,0,0,1,1,0,1
P60660-2,0,1,1,0,0,0,0
P60709,1,1,1,1,1,1,1
P60842,1,1,1,1,1,1,1
P60866,0,0,0,0,0,0,1
P60866-2,1,1,1,0,0,0,0
P60891,0,0,1,0,0,1,1
P60900,0,0,1,0,0,1,1
P60953,1,1,1,1,1,1,1
P60981,1,1,1,1,1,0,0
P61006,1,1,1,1,1,0,0
P61009,0,0,1,1,1,0,1
P61011,0,0,0,0,0,1,1
P61018-2,0,0,1,0,0,0,0
P61019,0,0,1,1,1,0,1
P61020,0,1,1,1,1,1,0
P61026,0,1,1,1,1,1,1
P61081,1,1,1,0,0,0,0
P61086,0,0,1,0,0,0,0
P61088,0,0,1,0,0,0,0
P61106,0,1,1,1,1,1,1
P61158,0,1,1,1,1,0,1
P61160,0,0,1,1,1,1,1
P61163,1,1,1,1,1,1,1
P61201,0,0,0,0,0,1,1
P61201-2,0,0,1,0,0,0,0
P61204,1,1,1,0,0,0,1
P61218,0,0,0,0,0,0,1
P61221,0,1,1,1,1,1,1
P61224,0,1,1,0,0,0,1
P61225,0,0,1,1,1,0,0
P61247,1,1,1,1,1,1,1
P61254,1,1,1,1,1,0,1
P61289,0,0,0,0,0,1,1
P61289-2,0,0,1,0,0,0,0
P61313,1,1,1,1,1,1,1
P61353,1,1,1,1,1,0,1
P61421,0,1,1,0,1,1,1
P61513,1,1,0,1,1,0,0
P61586,1,1,1,1,1,1,0
P61601,0,0,1,0,0,0,0
P61604,0,1,0,0,0,0,1
P61619,1,1,1,0,0,1,1
P61626,0,1,0,0,0,1,0
P61758,0,1,1,0,0,1,0
P61764,0,0,0,0,0,1,0
P61764-2,0,1,1,0,0,0,0
P61769,0,0,1,0,0,0,0
P61803,0,0,1,0,0,0,0
P61812-2,0,0,1,0,0,0,0
P61916,0,0,1,0,0,0,0
P61923,0,0,1,0,0,0,1
P61927,1,1,0,0,0,0,0
P61956,0,0,1,1,1,0,0
P61962,0,0,1,0,0,1,1
P61964,0,0,0,0,0,1,1
P61978,0,0,0,1,1,1,1
P61978-2,1,1,1,0,0,0,0
P61981,1,1,1,1,1,1,1
P62070,0,1,1,1,1,1,1
P62081,1,1,1,1,1,1,1
P62136,0,0,1,1,1,0,1
P62140,0,0,1,1,1,1,1
P62158,1,1,1,1,1,0,1
P62166,0,1,1,0,0,0,0
P62191,1,1,1,1,1,1,1
P62195,0,1,1,1,1,1,1
P62241,1,1,1,1,1,1,1
P62244,1,1,0,1,1,0,1
P62249,1,1,1,1,1,0,1
P62256,0,0,1,0,0,0,0
P62258,1,1,1,1,1,1,1
P62263,1,1,1,1,1,0,1
P62266,1,1,1,1,1,1,1
P62269,1,1,1,1,1,0,1
P62277,1,1,1,0,0,0,1
P62280,1,1,1,1,1,1,1
P62304,1,1,1,1,1,0,1
P62306,0,0,0,1,1,0,0
P62310,0,0,1,0,0,0,0
P62314,1,1,0,1,1,0,0
P62316,1,1,0,1,1,0,1
P62318,0,1,0,1,1,0,1
P62330,0,0,1,0,0,0,0
P62333,0,0,1,1,1,1,1
P62341,0,0,1,0,0,0,0
P62424,1,1,1,1,1,1,1
P62487,0,0,0,0,0,0,1
P62495,0,0,1,1,1,1,1
P62633,1,0,1,0,0,0,1
P62633-6,0,1,0,0,0,0,0
P62701,1,1,1,1,1,1,1
P62714,0,0,1,0,0,1,1
P62736,1,1,1,0,0,0,0
P62745,1,1,1,1,1,0,0
P62750,1,1,1,1,1,1,1
P62753,1,1,1,1,1,1,1
P62805,1,1,1,1,1,1,1
P62820,1,1,1,1,1,1,1
P62826,1,1,1,1,1,1,1
P62829,1,1,1,1,1,0,1
P62834,1,1,1,0,0,0,0
