gene,AT1R-APEX2(AngII),AT1R-APEX2(TRV027),β2AR-APEX2(BI167107),Endosomal-APEX2,DOR-APEX2,CCDC68,CCDC120
Q15181,1,1,1,1,1,1,1
Q15185,1,1,1,1,1,0,1
Q15198,0,0,1,0,0,0,0
Q15208,0,0,1,1,1,0,0
Q15223,0,1,1,0,0,0,0
Q15233,1,1,1,1,1,1,1
Q15262-3,0,0,1,0,0,0,0
Q15269,0,0,0,0,1,0,1
Q15276,0,0,1,1,1,0,0
Q15283,0,0,1,0,0,0,0
Q15286,1,1,1,1,1,1,0
Q15287,1,1,0,1,1,0,1
Q15291,0,1,0,0,0,0,0
Q15293,1,1,1,1,1,1,1
Q15303,0,0,1,0,0,0,0
Q15311,0,0,1,1,1,0,0
Q15323,0,0,0,0,0,1,0
Q15334,1,1,1,1,1,1,1
Q15361,0,0,0,0,0,0,1
Q15363,0,1,1,0,0,0,0
Q15365,1,1,1,1,1,1,1
Q15366,0,0,0,1,1,1,1
Q15366-2,1,1,0,0,0,0,0
Q15366-3,0,0,1,0,0,0,0
Q15369,0,0,1,1,1,0,0
Q15370,0,0,0,0,0,0,1
Q15370-2,0,0,1,0,0,0,0
Q15375,1,1,1,0,0,0,0
Q15382,1,0,1,1,1,0,1
Q15386,0,0,0,1,1,1,1
Q15388,1,1,0,0,0,0,0
Q15390,0,0,0,0,0,0,1
Q15392,0,0,1,0,0,1,1
Q15393,0,0,1,1,1,1,1
Q15397,0,1,0,0,0,0,1
Q15398,0,1,1,1,1,0,0
Q15404,0,0,1,0,0,1,1
Q15417,1,1,1,1,1,1,0
Q15418,0,0,0,0,0,1,0
Q15424,0,0,0,1,1,0,1
Q15424-3,1,1,1,0,0,0,0
Q15427,0,0,1,0,0,1,1
Q15428,0,0,0,1,1,0,1
Q15434,0,0,0,0,0,0,1
Q15436,0,0,1,1,1,1,1
Q15437,0,0,1,1,1,1,1
Q15438,0,0,1,0,0,0,1
Q15459,1,1,0,0,0,1,1
Q15464,0,0,1,0,0,0,0
Q15477,0,0,1,1,1,1,1
Q15517,0,0,1,0,0,1,0
Q15532,0,0,0,0,0,0,1
Q15542,0,0,0,0,0,1,0
Q15545,0,0,0,0,0,1,0
Q15554,0,0,0,0,0,0,1
Q15555,1,1,1,1,1,1,0
Q15596,0,0,0,0,0,1,0
Q15599,0,0,1,0,0,1,0
Q155Q3,0,0,0,0,0,0,1
Q15629,0,0,1,0,0,1,1
Q15631,0,0,1,1,1,1,1
Q15633,0,0,0,0,0,0,1
Q15637,0,0,0,0,0,1,1
Q15637-5,0,0,1,0,0,0,0
Q15642,0,0,1,0,0,0,0
Q15645,0,0,1,1,1,1,1
Q15646,0,0,0,0,0,0,1
Q15648,0,0,0,0,0,0,1
Q15649,0,0,0,0,0,0,1
Q15650,0,0,0,0,0,1,1
Q15651,0,1,0,0,0,0,0
Q15653,0,0,1,0,0,1,0
Q15654,1,1,1,1,1,1,1
Q15678,1,1,1,1,1,0,0
Q15691,1,1,1,1,1,1,1
Q15696,0,0,0,0,0,0,1
Q15700-2,1,1,0,0,0,0,0
Q15717,0,0,1,1,1,1,1
Q15738,0,0,0,0,0,0,1
Q15746,0,0,0,0,0,0,1
Q15750,0,0,1,1,1,1,1
Q15758,1,1,1,1,1,1,1
Q15768,0,0,1,0,0,0,0
Q15773,0,0,1,0,0,1,1
Q15776,0,0,0,0,0,1,1
Q15788,0,0,0,0,0,1,0
Q15796,0,0,1,1,1,1,0
Q15797,1,1,1,0,0,1,0
Q15800,0,0,1,1,1,0,0
Q15811,0,0,1,0,0,0,0
Q15813,0,0,1,1,1,1,0
Q15814,0,0,1,0,0,0,0
Q15818,0,0,1,0,0,0,1
Q15819,0,0,1,0,0,0,0
Q15831,0,0,1,0,0,0,0
Q15836,0,0,1,1,1,0,0
Q15904,0,0,1,0,0,0,1
Q15906,0,0,0,0,0,0,1
Q15907,1,1,1,0,0,1,1
Q15910,0,0,0,0,0,0,1
Q15911,0,0,0,0,0,1,0
Q15942,1,1,1,1,1,1,1
Q16181,1,1,1,1,1,1,0
Q16186,0,0,1,1,1,1,0
Q16204,0,1,1,1,1,1,1
Q16222,0,0,1,0,0,1,1
Q16352,0,1,1,0,0,1,1
Q16363,0,0,1,0,0,0,0
Q16401,0,0,0,0,0,0,1
Q16478,0,0,0,0,0,0,1
Q16512,0,0,0,0,0,1,0
Q16513,1,1,1,1,1,1,0
Q16515,0,0,0,0,0,0,1
Q16527,0,1,1,1,1,0,1
Q16531,0,1,1,1,1,1,1
Q16537,0,0,1,0,0,0,0
Q16540,1,0,0,0,0,0,0
Q16543,0,1,1,1,1,1,1
Q16549,0,0,1,0,0,0,0
Q16555,1,1,1,1,1,1,1
Q16563,0,0,1,0,0,1,0
Q16566,0,0,1,0,0,0,0
Q16576,0,0,1,1,1,1,1
Q16585,0,0,1,0,0,0,0
Q16594,0,0,0,0,0,1,1
Q16610,0,0,0,0,0,1,0
Q16625,1,1,1,1,1,1,0
Q16626,0,0,1,0,0,1,0
Q16629,1,1,0,1,1,0,1
Q16630,0,0,0,0,1,1,1
Q16630-2,1,1,1,0,0,0,0
Q16637,0,0,0,1,1,0,1
Q16643,0,0,0,1,1,0,1
Q16643-3,1,1,1,0,0,0,0
Q16644,0,0,0,0,0,1,0
Q16658,1,1,1,1,1,1,1
Q16666,0,0,0,0,0,0,1
Q16698,0,0,0,0,0,0,1
Q16706,0,0,1,0,0,0,0
Q16719,0,0,0,0,0,0,1
Q16760,0,0,0,1,1,0,0
Q16763,0,1,1,0,0,1,0
Q16769,0,0,1,0,0,0,0
Q16775,0,0,1,0,0,0,0
Q16787,0,0,1,0,0,0,1
Q16795,0,0,0,0,0,0,1
Q16799,0,0,1,0,0,0,0
Q16822,0,0,0,0,0,1,0
Q16831,0,0,0,1,1,0,0
Q16850,1,1,1,0,0,1,1
Q16851,0,0,1,0,0,0,1
Q16875,0,0,0,0,0,1,0
Q16880,0,0,1,0,0,0,0
Q16881,1,1,1,1,1,1,1
Q16890,0,0,1,0,0,0,1
Q16891,0,0,0,0,0,0,1
Q17RC7,0,0,0,0,0,0,1
Q17RY0,0,0,0,0,0,1,1
Q17RY6,0,0,0,0,0,0,1
Q1ED39,1,1,0,0,0,0,1
Q1KMD3,1,1,0,0,0,1,1
Q24JP5-2,0,0,1,0,0,0,0
Q27J81,0,1,1,0,0,0,1
Q29865,0,0,1,0,0,0,0
Q29980,0,0,0,0,0,0,1
Q29983,0,0,1,0,0,0,1
Q29RF7,1,1,0,0,0,0,0
Q2KJY2,0,0,1,0,0,0,0
Q2LD37,0,0,0,1,1,0,0
Q2M2H8,0,0,0,0,0,1,0
Q2M2I8,0,0,1,1,1,1,0
Q2M389,0,0,0,1,1,0,0
Q2MV58-2,0,0,1,0,0,0,0
Q2NKX8,0,0,1,1,1,1,0
Q2NL82,1,1,1,0,0,1,1
Q2PZI1,0,0,1,0,0,0,0
Q2T9J0,0,0,0,0,0,0,1
Q2TAC2,0,0,0,0,0,0,1
Q2TAL8,0,0,0,0,0,1,1
Q2TAM9,0,0,0,0,0,0,1
Q2TAY7,0,0,0,0,0,0,1
Q2TB10,0,0,0,0,0,0,1
Q2TB18,0,0,0,0,0,0,1
Q2TBE0,0,0,0,0,0,0,1
Q2VPK5,0,0,1,0,0,0,0
Q32MZ4,1,1,1,1,1,0,0
Q32NC0,0,0,0,0,0,0,1
Q32P28,0,0,1,0,1,0,1
Q32P41,0,0,0,0,0,1,0
Q32P44,0,0,0,0,0,0,1
Q3BBV0,0,0,1,0,0,0,0
Q3KNV8,0,0,0,0,0,1,0
Q3KQU3,0,1,1,0,1,0,1
Q3KR37,0,0,1,0,0,0,0
Q3LXA3,0,0,0,0,0,1,0
Q3MHD2,0,0,0,1,1,1,1
Q3MHD2-2,0,0,1,0,0,0,0
Q3SXM5,0,0,0,0,0,1,0
Q3SXY8,0,0,1,0,0,0,0
Q3SY69,0,0,0,0,0,1,0
Q3T8J9,0,0,0,0,0,0,1
Q3T906,0,0,1,0,0,0,0
Q3V6T2,0,0,1,1,1,0,1
Q3YEC7,0,0,0,1,1,0,0
Q3YEC7-2,1,1,1,0,0,0,0
Q3ZCM7,0,0,0,1,1,0,1
Q3ZCQ8,0,0,0,1,1,1,1
Q495W5,0,0,1,0,0,0,0
Q499Z4,0,0,0,0,0,0,1
Q49A26,0,1,0,1,1,1,1
Q49AR2,0,0,0,0,1,0,0
Q4G0F5,0,0,1,1,1,0,0
Q4G0J3,0,0,0,1,1,0,1
Q4G0J3-3,0,1,0,0,0,0,0
Q4G0N4,0,0,0,0,0,0,1
Q4G148,0,0,1,0,0,0,0
Q4G176,0,0,0,0,0,1,1
Q4KMG0,0,0,1,0,0,0,0
Q4KMP7,1,1,1,1,1,0,0
Q4KMQ1,0,0,1,0,0,0,1
Q4KMQ2-2,0,1,1,0,0,0,0
Q4KMZ8,0,0,0,0,0,0,1
Q4KWH8,0,0,1,0,0,0,0
Q4V328,0,0,1,1,1,0,0
Q4V339,0,0,0,0,0,1,0
Q4VC05,0,0,0,0,0,0,1
Q4VCS5,0,0,1,0,0,1,0
Q4ZG55,1,0,0,0,0,0,0
Q4ZIN3,0,0,1,0,0,0,0
Q504Q3,0,0,1,0,0,1,0
Q52LG2,0,0,0,0,0,1,0
Q52LJ0,0,0,0,1,1,1,1
Q52LJ0-2,0,0,1,0,0,0,0
Q52LW3,0,0,1,1,1,0,0
Q52M93,0,0,0,0,0,1,0
Q53EP0,0,0,0,0,0,0,1
Q53EZ4,1,1,1,1,1,1,0
Q53F19,0,0,0,0,0,0,1
Q53FV1,0,0,1,0,0,0,0
Q53G59,0,0,0,0,0,0,1
Q53GA4,0,0,0,0,0,0,1
Q53GG5,0,0,0,1,1,1,0
Q53GG5-2,0,0,1,0,0,0,0
Q53GL0,0,0,1,0,0,0,0
Q53GQ0,0,1,1,0,1,1,1
Q53GS7,0,0,0,0,0,0,1
Q53GS9,1,1,0,0,0,0,1
Q53GT1,0,0,0,0,0,0,1
Q53H82,0,0,1,0,0,0,0
Q53H96,0,0,0,0,0,1,1
Q53HC5,0,0,0,0,0,0,1
Q53HL2,0,1,0,0,0,0,1
Q53S58,0,0,0,0,0,1,0
Q53SF7,0,0,1,1,1,0,0
Q53T59,0,0,1,0,0,1,0
Q53TN4,0,0,1,0,0,0,0
Q562E7,0,0,0,1,1,0,0
Q562R1,0,0,0,1,1,0,1
Q567U6,0,0,1,0,0,0,0
Q56A73,0,0,0,0,0,1,0
Q56NI9,0,0,0,0,0,0,1
Q56VL3,0,1,0,0,0,0,0
Q58A45,0,0,0,0,0,1,1
Q58EX2,0,0,1,0,0,0,0
Q58FF8,0,0,0,1,1,0,0
Q5BJD5,0,0,1,0,0,0,0
Q5BJH7,0,0,1,0,0,0,1
Q5BKT4,0,0,1,0,0,0,0
Q5BKX6,0,0,1,0,0,0,0
Q5BKZ1,0,0,0,1,1,1,1
Q5C9Z4,0,1,0,0,0,0,1
Q5D862,0,0,0,0,0,1,1
Q5EBL8,0,0,0,1,1,0,0
Q5EBL8-2,0,0,1,0,0,0,0
Q5F1R6,0,0,0,0,0,1,1
Q5F1R6-2,0,0,1,0,0,0,0
Q5FYB0,0,0,1,0,0,0,0
Q5GLZ8,0,0,0,0,0,1,0
Q5H8A4,0,0,1,0,0,0,0
Q5H9R7,0,0,0,1,1,1,0
Q5H9R7-5,0,0,1,0,0,0,0
Q5H9U9,0,0,0,0,0,0,1
Q5HYI7,0,0,0,0,0,0,1
Q5HYI8,0,0,1,0,0,1,0
Q5HYJ3,0,0,0,0,0,0,1
Q5HYK7,0,0,1,0,0,0,0
Q5HYW2,0,0,1,0,0,0,0
Q5J8M3,0,0,1,0,0,0,0
Q5JNZ5,0,0,1,0,0,0,0
Q5JPE7,0,0,1,0,0,0,1
Q5JPH6,0,0,0,0,0,1,0
Q5JRA6,0,1,1,1,1,0,0
Q5JS37,0,0,1,0,0,0,0
Q5JSH3,1,1,1,0,0,1,0
Q5JSL3,0,0,1,0,0,0,0
Q5JSZ5,0,0,1,1,1,1,1
Q5JTC6,0,0,0,1,1,0,0
Q5JTH9,1,1,0,0,0,0,1
Q5JTN6,0,0,0,0,0,0,1
Q5JTV8,0,0,1,0,1,1,1
Q5JTW2,0,0,0,0,0,0,1
Q5JTZ9,0,0,0,0,0,1,0
Q5JU85-2,0,0,1,0,0,0,0
Q5JVF3,0,0,0,0,0,1,1
Q5JVF3-4,0,0,1,0,0,0,0
Q5JWE9,0,1,0,0,0,0,0
Q5JWF2,0,0,1,0,0,0,1
Q5JXB2,1,1,0,0,0,0,0
Q5KU26,0,0,1,0,0,0,0
Q5M775,0,0,1,1,1,0,1
Q5MIZ7,0,0,0,0,0,0,1
Q5MNZ6,0,0,0,1,1,0,0
Q5NDL2,0,0,1,0,0,0,0
Q5PRF9,0,0,1,0,0,0,0
Q5QJE6,1,1,0,0,0,0,1
Q5QNW6-2,1,1,1,0,0,0,0
Q5QP82,0,0,0,0,0,0,1
Q5QPI9,0,0,1,0,0,0,0
Q5R372,0,0,0,0,0,1,0
Q5R372-5,0,0,1,0,0,0,0
Q5RKV6,0,1,1,1,1,0,1
Q5SNT2,0,0,1,0,0,0,0
Q5SNV9,0,0,0,0,0,0,1
Q5SQI0,0,0,1,0,0,0,0
Q5SRD1,0,0,1,0,0,0,1
Q5SRE5,0,0,0,0,0,1,1
Q5SSJ5,1,1,0,0,1,0,1
Q5ST30,0,0,0,0,0,1,1
Q5STZ8,0,1,0,0,0,0,0
Q5SU54,0,0,1,0,0,0,0
Q5SW79,0,1,1,1,1,0,1
Q5SWX8,0,0,0,0,0,0,1
Q5SY16,1,1,0,1,1,0,0
Q5SYE7,0,1,0,1,1,0,0
Q5SYE7-2,0,0,1,0,0,0,0
Q5SZK8,0,0,1,0,0,0,0
Q5T0N5-4,0,0,1,0,0,0,0
Q5T0W9,0,1,1,0,0,0,1
Q5T0Z8,0,0,1,1,1,0,0
Q5T160,0,0,0,0,0,1,0
Q5T1J5,0,0,1,0,0,0,1
Q5T1M5,0,0,1,1,1,0,0
Q5T1V6,0,0,0,0,0,1,0
Q5T200,0,1,0,0,0,0,1
Q5T280,0,0,0,0,0,0,1
Q5T2T1,0,0,1,0,0,0,0
Q5T3F8,0,0,1,0,0,0,0
Q5T3I0,0,0,0,0,0,0,1
Q5T3I0-3,1,1,0,0,0,0,0
Q5T440,0,0,0,0,0,1,0
Q5T4B2,0,0,1,0,0,0,0
Q5T4S7,0,0,0,1,1,0,0
Q5T4S7-2,0,0,1,0,0,0,0
Q5T5P2,0,0,0,0,0,0,1
Q5T5U3,0,0,1,1,1,0,1
Q5T5Y3,0,0,0,1,1,0,0
Q5T5Y3-3,0,0,1,0,0,0,0
Q5T653,0,1,0,0,0,0,1
Q5T6F2,1,1,1,1,1,1,1
Q5T6V5,0,0,0,0,0,1,0
Q5T749,0,0,0,1,1,1,0
Q5T750,0,0,0,1,1,1,1
Q5T764,0,0,0,0,0,0,1
Q5T8D3,0,0,1,0,0,0,0
Q5T8P6,0,1,0,0,0,1,1
Q5T9A4,0,0,0,0,0,1,1
Q5T9L3-2,1,1,1,0,0,0,0
Q5TA45,0,0,0,0,0,1,0
Q5TAQ9,0,0,1,0,0,0,0
Q5TAX3,0,0,1,1,1,1,1
Q5TB30,0,0,0,0,0,0,1
Q5TC63,0,0,0,0,0,0,1
Q5TC82,0,0,0,0,0,0,1
Q5TCX8,0,0,1,0,0,0,0
Q5TCY1,0,0,0,0,0,0,1
Q5TCZ1,0,0,1,0,0,1,1
Q5TDH0,0,0,0,0,0,1,0
Q5TDH0-3,0,0,1,0,0,0,0
Q5TFE4,0,0,1,0,0,1,0
Q5TGY3,0,0,0,0,0,0,1
Q5THK1,0,0,0,1,1,0,0
Q5TZA2,0,0,1,0,0,0,0
Q5TZJ5,0,0,0,0,0,0,1
Q5U3C3,0,0,1,0,0,0,0
Q5U5Q3,0,0,0,0,0,0,1
Q5UCC4,0,0,1,0,0,0,0
Q5UIP0,0,0,0,1,1,0,0
Q5VSG8,0,0,1,0,0,0,0
Q5VSL9,0,0,1,0,0,0,0
Q5VT06,0,0,1,1,1,0,0
Q5VT25,0,0,0,1,1,0,1
Q5VT25-6,1,1,1,0,0,0,0
Q5VT66,0,0,0,0,0,1,0
Q5VT79,0,0,0,0,0,0,1
Q5VTE0,1,1,1,0,0,0,0
Q5VTL8,1,1,1,1,1,0,1
Q5VTR2,0,0,0,0,0,1,0
Q5VU13,0,0,0,0,0,1,0
Q5VU43,0,0,0,1,1,0,0
Q5VU43-4,0,0,1,0,0,0,0
Q5VU97,0,1,1,0,0,0,0
Q5VUA4,0,0,0,1,1,0,0
Q5VUB5,1,1,1,0,0,0,0
Q5VUD6,0,0,1,0,0,0,0
Q5VUJ6,0,1,1,1,1,0,0
Q5VV42,0,0,1,0,0,0,0
Q5VV63,0,0,1,0,0,0,0
Q5VV67,0,0,0,0,0,0,1
Q5VVQ6,0,0,1,0,0,1,0
Q5VW32,0,0,0,0,0,0,1
Q5VW36,0,0,0,0,0,0,1
Q5VW38,0,0,1,0,0,0,0
Q5VWG9,0,0,0,0,0,1,0
Q5VWQ0,0,0,0,0,0,0,1
Q5VWQ8,0,0,1,0,0,0,0
Q5VWZ2,0,0,0,0,0,1,0
Q5VYK3,0,0,0,1,1,1,1
Q5VYS8,0,0,0,0,0,0,1
Q5VYX0,0,0,0,0,0,0,1
Q5VZ89,0,0,0,1,1,1,0
Q5VZK9,0,0,1,0,0,0,0
Q5VZL5,0,0,0,0,0,0,1
Q5W0B1,0,0,1,0,0,0,1
Q5W0Z9,0,0,1,0,0,0,0
Q5XG87,0,0,0,0,0,0,1
Q5XKK7,0,0,1,0,0,0,0
Q5XPI4,0,0,0,0,0,1,0
Q5ZPR3,0,0,1,0,0,0,0
Q63ZY3,0,0,0,1,1,0,1
Q641Q2,0,0,1,0,0,0,0
Q64LD2,0,0,0,0,0,0,1
Q658P3,0,0,0,0,0,1,0
Q658P3-2,0,1,1,0,0,0,0
Q658Y4,0,0,0,1,1,0,1
Q659C4,0,0,0,0,0,0,1
Q66K14,0,0,1,0,0,1,0
Q66K74,0,0,1,1,1,0,0
Q66PJ3,0,1,1,1,1,0,0
Q674X7,0,0,1,0,0,0,0
Q68BL8,0,0,1,0,0,0,0
Q68CP4,0,0,1,0,0,0,0
Q68CP9,0,0,0,0,0,0,1
Q68CQ4,0,0,0,0,0,1,0
Q68CR1,0,0,1,0,0,0,0
Q68CZ2,0,0,0,1,1,0,0
Q68D85,0,0,1,0,0,0,0
Q68DH5,0,1,1,0,0,0,0
Q68DQ2,0,0,1,0,1,0,0
Q68E01,0,0,0,0,0,0,1
Q68EM7,0,0,1,0,0,1,0
Q69YN2,0,0,0,0,0,1,1
Q69YN4,0,1,0,0,0,0,1
Q69YQ0,1,0,1,1,1,0,1
Q6AI08,0,0,1,0,0,0,1
Q6AI12,0,0,1,0,0,0,0
Q6AI39,0,0,0,0,0,0,1
Q6AWC2,0,0,0,1,1,0,0
Q6AZY7,0,0,1,0,0,0,0
Q6BDS2,0,0,0,0,1,0,0
Q6DD87,0,0,0,0,0,0,1
Q6DKI1,0,0,0,0,0,0,1
Q6DKJ4,0,0,0,0,0,1,0
Q6DN03,0,0,1,0,0,0,0
Q6DN12,0,0,0,0,0,0,1
Q6DN90,0,0,1,0,0,1,0
Q6ECI4,0,0,0,0,0,0,1
Q6EMK4,0,0,1,0,0,0,0
Q6FI81,1,1,1,1,1,1,1
Q6GMR7,0,0,0,0,0,0,1
Q6GMV2,0,0,1,1,1,1,0
Q6GQQ9,0,1,1,0,0,0,0
Q6GYQ0-6,0,0,1,0,0,0,0
Q6IA86,0,0,0,0,1,0,1
Q6IA86-6,0,0,1,0,0,0,0
Q6IAA8,0,0,1,1,1,0,0
Q6IAN0,0,0,0,0,0,1,1
Q6IBS0,0,0,0,0,0,1,0
Q6ICG6-2,0,0,1,0,0,0,0
Q6IEE7,0,1,1,0,0,0,0
Q6IMN6,0,0,0,0,0,0,1
Q6IN84,0,0,0,0,0,0,1
Q6IPR3,0,0,1,0,0,0,0
Q6IQ21,0,0,0,0,0,0,1
Q6IQ22,1,1,1,0,0,0,0
Q6IQ23-2,1,1,0,0,0,0,0
Q6IQ49,0,0,0,0,0,0,1
Q6JQN1,0,0,0,0,0,1,0
Q6KB66,0,0,0,0,0,1,1
Q6KC79,0,0,0,1,1,0,1
Q6L8Q7,0,0,1,0,0,1,1
Q6L9W6,0,0,1,0,0,0,0
Q6N075-2,0,0,1,0,0,0,0
Q6NS38,0,0,0,0,0,0,1
Q6NSJ5,0,0,1,0,0,0,0
Q6NSW5,0,0,0,0,0,1,0
Q6NTF9,0,0,0,1,1,0,1
Q6NUK1,0,0,0,0,0,1,1
Q6NUK4,0,0,0,0,0,0,1
Q6NUM9,0,0,1,0,0,0,1
Q6NUQ4,0,1,1,0,0,1,1
Q6NUS6,0,0,1,0,0,0,0
Q6NW34,0,0,0,0,0,0,1
Q6NXE6,0,0,0,0,0,1,1
Q6NYC8,0,0,1,1,1,0,1
Q6NZI2,0,0,1,1,1,0,1
Q6NZY4,0,0,0,1,1,0,1
Q6P087,0,0,0,0,0,1,1
Q6P0Q8,0,0,0,0,0,0,1
Q6P158,0,1,1,1,1,1,1
Q6P179,0,0,1,0,0,0,0
Q6P1A2,0,0,1,0,0,0,1
Q6P1J9,0,0,0,0,0,1,1
Q6P1L5,0,0,0,1,1,0,0
Q6P1L8,0,1,0,0,0,0,0
Q6P1M0,0,0,1,0,0,1,1
Q6P1M3,0,0,1,0,0,0,1
Q6P1N0,0,0,1,1,1,1,0
Q6P1Q0,0,0,0,0,0,0,1
Q6P1Q9,0,0,1,1,1,1,0
Q6P1X5,0,0,0,0,0,0,1
Q6P2E9,0,0,1,1,1,1,1
Q6P2H3,0,0,0,0,0,1,0
Q6P2Q9,1,1,1,1,1,1,1
Q6P3W2,0,0,0,1,1,0,0
Q6P3W7,0,0,1,0,0,1,1
Q6P3X3,0,0,1,0,0,1,1
Q6P4A7,0,0,1,0,0,1,1
Q6P4E1-4,0,0,1,0,0,0,0
Q6P4F7,0,0,0,0,0,0,1
Q6P4I2,0,0,0,0,0,1,0
Q6P4Q7,0,1,1,1,1,0,0
Q6P4R8,0,0,0,0,0,0,1
Q6P5Z2,0,0,1,0,0,0,0
Q6P6B1,0,0,1,0,0,0,0
Q6P6C2,0,0,0,0,0,1,1
Q6P995,0,0,1,0,0,0,0
Q6P996,0,0,0,0,0,1,0
Q6P9A2,0,0,1,0,0,0,0
Q6P9B6,0,0,1,0,0,0,0
Q6P9H4,0,0,1,0,0,0,0
Q6PCB5,0,0,0,0,0,0,1
Q6PCB8,0,0,1,0,0,0,0
Q6PCT2,0,0,0,0,0,1,0
Q6PD62,0,1,0,0,0,0,1
Q6PD74,0,0,1,0,0,0,0
Q6PFW1,0,0,0,0,0,1,0
Q6PGN9,0,0,0,0,0,0,1
Q6PGP7,0,0,1,1,1,1,1
Q6PGQ7,0,0,1,0,0,0,0
Q6PI48,0,1,0,0,0,1,1
Q6PI78,0,0,0,0,0,0,1
Q6PID8,0,0,0,0,0,0,1
Q6PIU2-2,0,0,1,0,0,0,0
Q6PIY7,0,0,0,0,0,0,1
Q6PJ69,0,0,1,0,0,0,0
Q6PJF5,0,0,1,0,0,0,0
Q6PJG2,0,0,0,0,0,0,1
Q6PJG6,0,0,0,0,0,0,1
Q6PJI9,0,0,0,0,0,1,0
Q6PJP8,0,0,0,0,0,0,1
Q6PJT7,0,0,1,0,0,0,0
Q6PK04,1,1,0,0,0,0,1
Q6PK18,0,0,1,0,0,0,0
Q6PKC3,0,0,1,0,0,0,0
Q6PKG0,1,1,1,1,1,1,1
Q6PL18,0,0,0,1,1,0,0
Q6Q0C0,0,0,0,0,0,0,1
Q6QNY0,0,0,0,0,0,1,1
Q6R327,0,0,0,1,1,1,1
Q6R327-3,0,0,1,0,0,0,0
Q6RFH5,0,0,0,0,0,0,1
Q6RW13,0,0,1,1,1,0,1
Q6RW13-2,0,0,1,0,0,0,0
Q6S8J3,0,0,1,0,0,0,0
Q6SJ93,0,0,0,1,1,0,1
Q6SJ96,0,0,0,0,0,1,0
Q6STE5,0,0,0,0,0,0,1
Q6T4R5,0,0,1,0,0,0,0
Q6TFL3,0,0,0,0,0,0,1
Q6UB35,0,0,0,0,0,1,1
Q6UB99,0,0,0,0,0,0,1
Q6ULP2,0,0,1,1,1,0,0
Q6UN15,0,0,0,0,0,1,1
Q6UUV7,0,0,0,0,0,1,0
Q6UVJ0,0,0,1,1,1,1,1
Q6UVY6,0,0,1,0,0,0,0
Q6UW56-3,0,0,1,0,0,0,0
Q6UW63,0,0,1,0,0,0,0
Q6UW68,0,1,0,0,0,0,0
Q6UWE0,0,0,0,0,0,1,0
Q6UWI4,1,1,0,1,1,0,0
Q6UWJ1,0,0,1,0,0,0,0
Q6UWL2-2,0,0,1,0,0,0,0
Q6UWP7,0,0,1,0,0,0,1
Q6UWP8,0,0,1,0,1,1,0
Q6UWU2,0,0,1,0,0,0,0
Q6UWU4-2,0,0,1,0,0,0,0
Q6UWW8,0,0,1,0,0,0,0
Q6UWY0,0,0,1,0,0,0,0
Q6UX04,1,1,0,0,0,0,0
Q6UX07,0,0,0,0,0,1,0
Q6UXD5,0,0,1,0,0,0,0
Q6UXH1-5,0,0,1,0,0,0,0
Q6UXH8,0,0,1,0,0,0,0
Q6UXI9-3,0,0,1,0,0,0,0
Q6UXM1,0,0,1,0,0,0,0
Q6UXN9,0,0,0,0,0,0,1
Q6VEQ5,0,0,1,0,0,0,0
Q6VN20,0,0,1,0,0,1,1
Q6VY07-2,0,0,1,0,0,0,0
Q6W2J9,0,0,0,1,1,1,1
Q6WCQ1,0,0,0,1,1,0,1
Q6WCQ1-2,0,1,1,0,0,0,0
Q6WKZ4,0,1,1,1,1,0,0
Q6XE24,0,0,1,0,0,0,0
Q6XQN6,0,0,0,0,0,0,1
Q6XZF7,0,0,1,1,1,0,0
Q6Y1H2,0,0,1,0,0,0,1
Q6Y288,0,0,1,0,0,0,0
Q6Y7W6,0,0,1,1,1,1,1
Q6Y7W6-3,0,1,0,0,0,0,0
Q6YHK3,0,0,1,0,0,0,1
Q6YN16,0,0,0,0,0,1,0
Q6YP21,0,0,1,0,0,1,0
Q6ZMG9-2,0,0,1,0,0,0,0
Q6ZMI0,0,0,0,1,1,0,0
Q6ZMP0,0,0,1,0,0,0,0
Q6ZMU1,0,0,0,0,0,0,1
Q6ZN08,0,0,0,1,1,0,0
Q6ZN17,0,0,1,0,0,0,0
Q6ZN55,0,0,0,0,0,0,1
Q6ZNB6,0,1,1,0,0,0,1
Q6ZPD9,0,0,1,0,0,0,0
Q6ZRI6,0,0,1,0,0,0,0
Q6ZRP7,0,0,1,0,0,0,0
Q6ZRV2,0,0,1,0,0,0,1
Q6ZRY4,0,0,0,0,0,0,1
Q6ZS17,0,0,0,1,1,1,0
Q6ZS17-4,0,0,1,0,0,0,0
Q6ZSR9,0,0,1,1,1,0,0
Q6ZTA4,0,0,0,0,0,0,1
Q6ZU35,0,0,1,0,0,0,1
Q6ZV73,0,0,1,0,0,0,0
Q6ZVF9,0,0,1,0,0,0,0
Q6ZVL6,0,0,1,0,0,0,0
Q6ZVM7,0,0,1,0,0,1,1
Q6ZVX7,0,0,0,0,0,1,1
Q6ZW31,0,0,0,0,0,0,1
Q6ZWJ1,0,0,1,0,0,0,0
Q6ZWT7,0,0,1,0,0,0,0
Q6ZXV5,0,0,1,0,0,0,0
Q709F0,0,0,0,0,0,0,1
Q70CQ4,0,0,1,0,0,0,0
Q70E73,1,1,1,0,1,0,0
Q70EL1,0,0,1,0,0,0,0
Q70JA7,0,0,1,0,0,0,0
